CONTRACT #;*FUNCTION;*ACTIVITY*;SUN;MON;TUE ;WED;THR;FRI;TOTAL HOUR;NAME;WEEK;Year
6008;400;2000;;8;;;;4;12;BS;27;2025
4425;400;5000;;;8;8;8;4;28;BS;27;2025
6011;400;400;;4;;;;;4;UU;27;2025
6008;400;400;;4;;;;;4;UU;27;2025
6004;800;400;;;5;;;;5;UU;27;2025
6004;800;600;;;3;;;;3;UU;27;2025
6004;800;400;;;;5;;;5;UU;27;2025
6004;800;600;;;;3;;;3;UU;27;2025
6011;400;1000;;;;;2;;2;UU;27;2025
6010;400;2000;;;;;2;;2;UU;27;2025
6011;300;700;;;;;2;;2;UU;27;2025
6010;300;700;;;;;2;;2;UU;27;2025
6008;400;200;;;;;;2;2;UU;27;2025
6012;400;5000;;;;;;2;2;UU;27;2025
6008;400;400;;;;;;4;4;UU;27;2025
4426;500;5000;;1;1;;;;2;CÇ;27;2025
4426;400;7000;;1,5;1;;;;2,5;CÇ;27;2025
4426;300;600;;1;2;;;;3;CÇ;27;2025
4425;400;8000;;;1;;;;1;CÇ;27;2025
6006;400;8000;;2;;1;2;2;7;KP;27;2025
6003;400;7000;;1;3;1;;;5;KP;27;2025
6006;400;8000;;5;4;4;5;4;22;AEA;27;2025
6006;400;7000;;3;4;3;3;4;17;AEA;27;2025
6003;400;7000;;;;1;;;1;AEA;27;2025
4384;400;8000;;2;3;3;1;1;10;BP;27;2025
4425;400;8000;;2;1;1;2;1;7;BP;27;2025
6007;400;8000;;2;1;1;4;4;12;BP;27;2025
6012;400;8000;;;2;;;;2;BP;27;2025
6008;400;5000;;6;7;;7;5;25;MA;27;2025
6011;400;5000;;;;6;;;6;MA;27;2025
6011;400;1000;;2;;;1;4;7;RP;27;2025
6004;400;7000;;4;8;;;3;15;RP;27;2025
6011;400;7000;;1;;;;;1;RP;27;2025
6011;400;2000;;1;;;;;1;RP;27;2025
6011;400;6000;;7;;;;;7;SA;27;2025
6011;400;7000;;1;;;;;1;SA;27;2025
6004;400;7000;;;8;;1;7;16;SA;27;2025
6008;400;5000;;5;5;5;5;;20;OS;27;2025
4426;400;5000;;;;;;7;7;OS;27;2025
6004;400;5000;;;;;1;;1;OS;27;2025
6006;400;5000;;5;;;;;5;MY;27;2025
4425;400;7000;;;5;;;;5;MY;27;2025
6001;400;5000;;;;4;;;4;MY;27;2025
4425;400;5000;;;;2;1;1;4;MY;27;2025
6004;400;5000;;;;;5;;5;MY;27;2025
4384;400;5000;;;;;;1;1;MY;27;2025
6008;400;5000;;;;;;3;3;MY;27;2025
6012;400;2000;;7;6;4;2;5;24;UK;27;2025
6012;400;7000;;1;;1,5;0,5;;3;UK;27;2025
6007;400;2000;;;;;2;;2;UK;27;2025
6007;400;700;;;;;3;3;6;UK;27;2025
6007;400;700;;;2;2;;;4;UK;27;2025
6007;400;8000;;;;0,5;0,5;;1;UK;27;2025
4411;400;8000;;;;2;1;;3;YK;27;2025
6001;400;8000;;0,5;;2;;1;3,5;YK;27;2025
6010;400;1000;;2;1;3;2;;8;YK;27;2025
6010;400;8000;;;2;1;;1;4;YK;27;2025
6001;400;7000;;2,5;;;3;3,5;9;YK;27;2025
6010;400;5000;;;3;;2;;5;YK;27;2025
6010;400;7000;;3;2;;;2,5;7,5;YK;27;2025
6008;400;5000;;3;7;6;6;;22;EA;27;2025
4462;400;5000;;2;;1;;;3;EA;27;2025
6011;400;5000;;8;8;8;;;24;DB;27;2025
6011;500;7000;;;;;8;8;16;DB;27;2025
6002-7;400;4000;;2;2;;2;2;8;AG;27;2025
6002-7;400;5000;;2;;2;;;4;AG;27;2025
6008;400;5000;;;3;;;;3;AG;27;2025
6010;400;5000;;4;2;4;;;10;AG;27;2025
6011;400;5000;;;;;4;4;8;AG;27;2025
DSEC;400;7000;;;;2;;;2;AG;27;2025
6008;400;5000;;2;2;;;;4;HEÖ;27;2025
6008;400;7000;;2;;;;4;6;HEÖ;27;2025
6008;400;8000;;1;;6;6;;13;HEÖ;27;2025
6008;400;600;;;2;;;;2;HEÖ;27;2025
6008;400;700;;;;2;2;;4;HEÖ;27;2025
6009;400;7000;;;2;;;2;4;HEÖ;27;2025
6009;400;600;;;;;;2;2;HEÖ;27;2025
4227;400;200;;;;0,5;;;0,5;VYÇ;27;2025
4384;400;600;;1;;1;1;;3;VYÇ;27;2025
4384;800;8000;;;;;;6;6;VYÇ;27;2025
4411;800;200;;;;0,5;0,5;;1;VYÇ;27;2025
6008;400;7000;;2,5;;1;1;;4,5;VYÇ;27;2025
4425;400;8000;;;0,5;0,5;1,5;;2,5;VYÇ;27;2025
4425;800;8000;;;;;;;0;VYÇ;27;2025
6003;400;7000;;;3;3;1;;7;VYÇ;27;2025
6012;400;7000;;;;;0,5;;0,5;VYÇ;27;2025
6004;400;7000;;3;;;1;;4;VYÇ;27;2025
6011;400;7000;;;3;;;;3;VYÇ;27;2025
6008;400;5000;;3;2;4;5;;14;BÞ;27;2025
6008;400;7000;;2;2;1;;3;8;BÞ;27;2025
6008;400;8000;;;;;;2;2;BÞ;27;2025
6010;300;8000;;1;;1;;;2;HT;27;2025
6011;300;5000;;;;1;1;;2;HT;27;2025
6002-6;300;8000;;2;;;;;2;HT;27;2025
6002-7;100;8000;;;;;;1;1;HT;27;2025
4426;400;8000;;0,5;;;0,5;;1;CÇ;28;2025
4426;400;600;;0,75;0,5;;;;1,25;CÇ;28;2025
6003;400;400;;0,5;;;;;0,5;CÇ;28;2025
6006;400;8000;;;;;0,5;;0,5;CÇ;28;2025
6007;400;600;;;1;;;;1;CÇ;28;2025
6008;400;8000;;1;;;;;1;CÇ;28;2025
6008;400;8000;;0,5;;3,5;;;4;CÇ;28;2025
6008;400;6000;;1;2,5;2;1;;6,5;CÇ;28;2025
6010;400;300;;1;;;;;1;CÇ;28;2025
6010;400;5000;;;;;1;;1;CÇ;28;2025
6011;400;8000;;0,25;;;;;0,25;CÇ;28;2025
6012;400;6000;;0,5;0,5;;;2;3;CÇ;28;2025
6012;400;400;;;;;1;;1;CÇ;28;2025
6012;400;5000;;;;;;3;3;CÇ;28;2025
4411;400;8000;;;0,5;;;;0,5;YK;28;2025
6001;400;8000;;;1;;2;;3;YK;28;2025
6010;400;1000;;1;;;;;1;YK;28;2025
6010;400;8000;;;;2;1;;3;YK;28;2025
6001;400;7000;;1;3,5;;4;;8,5;YK;28;2025
6010;400;5000;;4;1;3;;2;10;YK;28;2025
6010;400;7000;;2;2;3;1;4;12;YK;28;2025
6002-7;400;5000;;1;1;5;;1;8;AG;28;2025
6010;400;5000;;2;3;3;6;4;18;AG;28;2025
6011;400;5000;;4;;;1;;5;AG;28;2025
DSEC;400;7000;;;1;;;;1;AG;28;2025
6002-5;400;5000;;;1;;;;1;AG;28;2025
6012;400;5000;;;;;;3;3;AG;28;2025
6007;400;7000;;3,5;1;0,5;1;0,5;6,5;BP;28;2025
6012;400;5000;;3;4;3;1;;11;BP;28;2025
4385;400;8000;;0,5;1,5;1;1;0,5;4,5;BP;28;2025
4425;400;8000;;;0,5;1,5;0,5;1;3,5;BP;28;2025
6012;400;2000;;;;;2;5;7;BP;28;2025
6011;400;7000;;8;8;;;;16;DB;28;2025
4456;400;5000;;;;8;8;8;24;DB;28;2025
6006;400;8000;;2;1;2;1;1;7;KP;28;2025
6003;400;7000;;3;2;;3;3;11;KP;28;2025
6004;400;7000;;5;;;;1;6;RP;28;2025
6011;400;1000;;3;;;;5;8;RP;28;2025
6011;400;7000;;;;;;2;2;RP;28;2025
6004;400;7000;;7;;;;4;11;SA;28;2025
6008;500;600;;2;;;;;2;SH;28;2025
6010;400;5000;;4;;;;;4;SH;28;2025
6010;500;5000;;;8;8;7;;23;SH;28;2025
6012;500;5000;;;;;;6;6;SH;28;2025
6008;400;8000;;;2;3;2;;7;BÞ;28;2025
6008;400;5000;;2;3;2;1;4;12;BÞ;28;2025
6008;400;7000;;3;2;2;1;2;10;BÞ;28;2025
6008;400;5000;;3;6;6;4;;19;EA;28;2025
4462;400;5000;;2;;;1;1;4;EA;28;2025
4456;400;5000;;;;;;4;4;EA;28;2025
6008;400;5000;;;2;1;4;3;10;HEÖ;28;2025
6008;400;7000;;3;2;;3;;8;HEÖ;28;2025
6008;400;8000;;1;2;;;1;4;HEÖ;28;2025
6008;400;600;;1;;3;;;4;HEÖ;28;2025
6008;400;700;;;1;;;;1;HEÖ;28;2025
6008;400;2000;;;1;3;;2;6;HEÖ;28;2025
6008;400;5000;;4;7;7;7;6;31;MA;28;2025
6011;400;5000;;1;;;;;1;MA;28;2025
4425;400;5000;;2;2;;;1;5;MY;28;2025
4384;400;5000;;1;1;;;1;3;MY;28;2025
6001;400;5000;;1;2;6;7;4;20;MY;28;2025
6008;400;5000;;5;5;5;5;;20;OS;28;2025
4426;400;5000;;;;;;7;7;OS;28;2025
6004;400;5000;;;;;1;;1;OS;28;2025
6007;400;700;;5;;1;1,5;;7,5;UK;28;2025
6007;400;600;;2;;;;;2;UK;28;2025
6012;400;2000;;1;3;7;5;2;18;UK;28;2025
6007;400;200;;;4;;;;4;UK;28;2025
6007;400;100;;;1;;;;1;UK;28;2025
6007;400;700;;;;;;6;6;UK;28;2025
6010;400;300;;1;;;;;1;UU;28;2025
6008;400;600;;1;;;;;1;UU;28;2025
6011;400;5000;;1;;;;;1;UU;28;2025
6008;400;300;;1;;;;;1;UU;28;2025
6010;400;5000;;1;;;;;1;UU;28;2025
6004;800;400;;;4;4;3;;11;UU;28;2025
6011;400;8000;;;;;;2;2;UU;28;2025
6011;400;7000;;;;;;1;1;UU;28;2025
6011;400;2000;;;;;;2;2;UU;28;2025
6011;400;3000;;;;;;1;1;UU;28;2025
6008;400;5000;;5;;7;7;1;20;BS;28;2025
4425;400;5000;;;7;;;5;12;BS;28;2025
6006;400;8000;;4;6;4;4;4;22;AEA;28;2025
6006;400;7000;;4;2;3;3;3,75;15,75;AEA;28;2025
6003;400;7000;;;;1;1;;2;AEA;28;2025
6012;400;7000;;;;;;0,25;0,25;AEA;28;2025
6002-6;300;8000;;;;;3;3;6;HT;28;2025
6012;300;5000;;1;;1;;;2;HT;28;2025
6010;300;8000;;;2;;;2;4;HT;28;2025
4426;400;600;;;;;;;0;CÇ;29;2025
4426;400;6000;;1,5;;1;2;1;5,5;CÇ;29;2025
6003;400;400;;;;;;;0;CÇ;29;2025
6006;400;400;;0,5;;;;;0,5;CÇ;29;2025
6006;400;8000;;;;;0,5;;0,5;CÇ;29;2025
6007;400;600;;;;;;;0;CÇ;29;2025
6008;400;400;;0,5;;;;;0,5;CÇ;29;2025
6008;400;5000;;1;;;1,5;;2,5;CÇ;29;2025
6008;400;6000;;;;;;;0;CÇ;29;2025
6008;400;8000;;0,5;;2,5;;0,5;3,5;CÇ;29;2025
6010;400;300;;;;;;;0;CÇ;29;2025
6010;400;8000;;0,5;;;;;0,5;CÇ;29;2025
6012;400;400;;0,5;;;;;0,5;CÇ;29;2025
6012;400;5000;;;;;;0,5;0,5;CÇ;29;2025
6012;400;6000;;;;;;;0;CÇ;29;2025
6012;400;8000;;;;3;1;2;6;CÇ;29;2025
6013;;;;;;;;1,5;1,5;CÇ;29;2025
6001;400;8000;;;;1;1;;2;YK;29;2025
6010;400;1000;;;;;;;0;YK;29;2025
6010;400;8000;;;;2;1;;3;YK;29;2025
6001;400;7000;;;;;;;0;YK;29;2025
6010;400;5000;;;;2;4;4;10;YK;29;2025
6010;400;7000;;;;3;2;4;9;YK;29;2025
6006;400;8000;;5;;7;4;6;22;AEA;29;2025
6006;400;7000;;3;;1;4;2;10;AEA;29;2025
6002-7;400;5000;;;;8;3;1;12;AG;29;2025
6010;400;5000;;;;;3;2;5;AG;29;2025
6011;400;5000;;;;;;4;4;AG;29;2025
DSEC;400;7000;;;;;;;0;AG;29;2025
6002-5;;5000;;;;;1;;1;AG;29;2025
6012;400;5000;;;;;;1;1;AG;29;2025
6007;400;7000;;;;2;0,5;;2,5;BP;29;2025
6012;400;5000;;;;4;;2;6;BP;29;2025
4385;400;8000;;;;;;;0;BP;29;2025
4425;400;8000;;;;0;0,5;;0,5;BP;29;2025
6012;400;2000;;;;2;5;4;11;BP;29;2025
6002-5;400;5000;;8;;8;8;8;32;DB;29;2025
6006;400;8000;;;;5;2;2;9;KP;29;2025
6003;400;7000;;;;;2;;2;KP;29;2025
6004;400;7000;;;;;1;1;2;RP;29;2025
6011;400;7000;;;;;1;1;2;RP;29;2025
6002;400;7000;;;;3;6;1;10;RP;29;2025
6011;400;1000;;;;;;5;5;RP;29;2025
6004;400;7000;;2;;1;;;3;SA;29;2025
6011;400;5000;;5;;;;;5;SA;29;2025
6011;400;6000;;1;;;4;;5;SA;29;2025
6011;400;2000;;;;;4;;4;SA;29;2025
6011;400;2000;;;;1;;;1;UU;29;2025
6011;400;8000;;;;1;;;1;UU;29;2025
6009;400;700;;;;4;;;4;UU;29;2025
6002;400;8000;;;;;2;;2;UU;29;2025
6008;400;5000;;;;;2;;2;UU;29;2025
6011;400;5000;;;;;2;;2;UU;29;2025
6013;400;2000;;;;;;1;1;UU;29;2025
6013;400;5000;;;;;;3;3;UU;29;2025
6008;400;5000;;;;7;5;6;18;BS;29;2025
6008;400;8000;;4;;2;;;6;BÞ;29;2025
6008;400;5000;;3;6;2;;;11;BÞ;29;2025
6008;400;2000;;;;3;;;3;BÞ;29;2025
6008;400;6000;;;;;8;8;16;BÞ;29;2025
6008;400;5000;;2;;1;;;3;EA;29;2025
6002-5;400;5000;;4;;5;6;6;21;EA;29;2025
6008;400;6000;;;;2;;;2;HEÖ;29;2025
6008;400;7000;;3;;;;;3;HEÖ;29;2025
6008;400;8000;;3;;5;;;8;HEÖ;29;2025
6008;400;700;;;;;;2;2;HEÖ;29;2025
6008;400;2000;;1;;;;;1;HEÖ;29;2025
6009;400;7000;;;;;;6;6;HEÖ;29;2025
6008;400;2000;;;;;;;0;HEÖ;29;2025
6009;400;7000;;;;;;;0;HEÖ;29;2025
6008;400;5000;;7;;6;7;7;27;MA;29;2025
6001;400;5000;;6;;;;;6;MY;29;2025
6012;400;2000;;;;8;3;2;13;UK;29;2025
6012;400;200;;;;;3;1;4;UK;29;2025
6012;400;5000;;;;;1;3;4;UK;29;2025
4426;400;600;;;;;;1;1;CÇ;30;2025
4426;400;6000;;;;;0,5;;0,5;CÇ;30;2025
6006;400;8000;;;0,5;;;;0,5;CÇ;30;2025
6008;400;5000;;;1;;1,75;;2,75;CÇ;30;2025
6008;400;6000;;;;;;;0;CÇ;30;2025
6008;400;7000;;;;;0,5;;0,5;CÇ;30;2025
6008;400;8000;;;2;;1,5;;3,5;CÇ;30;2025
6010;400;6000;;;;;1,25;1,5;2,75;CÇ;30;2025
6010;400;8000;;;0,5;;;;0,5;CÇ;30;2025
6012;400;300;;2;0,5;;;;2,5;CÇ;30;2025
6012;400;400;;;;;;;0;CÇ;30;2025
6012;400;2000;;;;;;0,5;0,5;CÇ;30;2025
6012;400;5000;;;;;;;0;CÇ;30;2025
6012;400;6000;;2;;;;2,5;4,5;CÇ;30;2025
6012;400;8000;;1;0,5;;;1,5;3;CÇ;30;2025
4411;400;8000;;;1;;;;1;YK;30;2025
6001;400;8000;;;1;;1;;2;YK;30;2025
6010;400;1000;;;3;4;;;7;YK;30;2025
6010;400;8000;;4;;;;5;9;YK;30;2025
6001;400;7000;;;2;;;;2;YK;30;2025
6010;400;5000;;2;;;3;2;7;YK;30;2025
6010;400;7000;;2;1;;3;1;7;YK;30;2025
6006;400;8000;;4;5;4;;3;16;AEA;30;2025
6006;400;7000;;4;3;3;;4;14;AEA;30;2025
6003;400;7000;;;;1;;1;2;AEA;30;2025
6002-7;400;5000;;1;;2;;;3;AG;30;2025
6010;400;5000;;4;3;4;;;11;AG;30;2025
6011;400;5000;;2;;2;;;4;AG;30;2025
6002-5;400;5000;;;4;;8;8;20;AG;30;2025
6012;400;5000;;1;1;;;;2;AG;30;2025
6012;400;7000;;7,5;2;3;2;;14,5;BP;30;2025
6012;400;5000;;;2;3;3;;8;BP;30;2025
4385;400;8000;;0,5;3;1;;;4,5;BP;30;2025
4425;400;8000;;;;;;;0;BP;30;2025
6012;400;2000;;;;;;4;4;BP;30;2025
6007;400;7000;;;;;2;1;3;BP;30;2025
6002-5;400;5000;;8;8;8;8;8;40;DB;30;2025
6011;300;600;;2;;;;;2;HT;30;2025
6012;300;8000;;2;;;;;2;HT;30;2025
6006;400;8000;;;6;2;8;1;17;KP;30;2025
6006;400;7000;;2;;1;;;3;KP;30;2025
6004;400;7000;;1;;3;;;4;RP;30;2025
6011;400;7000;;3;2;;4;3;12;RP;30;2025
6011;400;2000;;;;3;;1;4;RP;30;2025
6004;400;8000;;;1;1;1;1;4;RP;30;2025
6011;400;8000;;;;1;2;1;4;RP;30;2025
6011;400;6000;;2;4;8;;;14;SA;30;2025
6011;400;2000;;2;4;;;;6;SA;30;2025
6011;400;5000;;;;;6;4;10;SA;30;2025
6004;400;7000;;;;;2;2;4;SA;30;2025
6012;500;5000;;7;7;8;8;8;38;SH;30;2025
6008;400;5000;;5;7;7;;6;25;BS;30;2025
6008;400;8000;;3;;2;2;5;12;BÞ;30;2025
6008;400;5000;;3;6;3;4;1;17;BÞ;30;2025
6008;400;2000;;1;;2;;;3;BÞ;30;2025
6008;400;5000;;4;6;2;;;12;EA;30;2025
6002-5;400;5000;;2;;2;3;;7;EA;30;2025
6002-4;400;5000;;;;2;3;5;10;EA;30;2025
6008;400;6000;;3;;;;;3;HEÖ;30;2025
6008;400;7000;;;2;2;3;3;10;HEÖ;30;2025
6008;400;8000;;;1;;;3;4;HEÖ;30;2025
6008;400;5000;;2;4;6;2;2;16;HEÖ;30;2025
6008;400;2000;;2;;;1;;3;HEÖ;30;2025
6008;400;600;;;;2;1;;3;HEÖ;30;2025
6008;400;5000;;6;7;6;5;3;27;MA;30;2025
6011;400;5000;;;;;2;4;6;MA;30;2025
6001;400;5000;;6;4;2;;;12;MY;30;2025
4384;400;5000;;0,5;;;;;0,5;MY;30;2025
4384;400;7000;;;2;;;;2;MY;30;2025
6006;400;7000;;0,5;;;;;0,5;MY;30;2025
4425;400;5000;;;;0,5;;;0,5;MY;30;2025
4390;400;5000;;;;0,5;;;0,5;MY;30;2025
6002-5;400;5000;;;;2,5;3;;5,5;MY;30;2025
6002-6;400;5000;;;;;4;;4;MY;30;2025
6012;400;2000;;2;;;;;2;UK;30;2025
6012;400;5000;;3;4;;3;2;12;UK;30;2025
6012;400;7000;;2;4;;3;3;12;UK;30;2025
6007;400;700;;;;;2;1;3;UK;30;2025
4384;400;600;;1;;;;;1;CÇ;31;2025
4426;400;600;;;;;1;;1;CÇ;31;2025
4426;400;6000;;;;2;;;2;CÇ;31;2025
6003;400;400;;;;;;;0;CÇ;31;2025
6006;400;400;;;;;;;0;CÇ;31;2025
6006;400;8000;;;;;;;0;CÇ;31;2025
6007;400;600;;;1;;;;1;CÇ;31;2025
6008;400;400;;;;;;;0;CÇ;31;2025
6008;400;5000;;;;1;;;1;CÇ;31;2025
6008;400;6000;;0,5;0,5;;;;1;CÇ;31;2025
6008;400;7000;;;;;;;0;CÇ;31;2025
6008;400;8000;;;1,5;;;;1,5;CÇ;31;2025
6010;400;600;;;;;0,5;;0,5;CÇ;31;2025
6010;400;1000;;;;;1;;1;CÇ;31;2025
6010;400;6000;;0,5;;;;;0,5;CÇ;31;2025
6010;400;8000;;;1;;1;;2;CÇ;31;2025
6012;400;400;;;;;;;0;CÇ;31;2025
6012;400;600;;;;1,5;;;1,5;CÇ;31;2025
6012;400;2000;;;;;;;0;CÇ;31;2025
6012;400;5000;;;0,5;;1;;1,5;CÇ;31;2025
6012;400;6000;;;;0,5;;;0,5;CÇ;31;2025
6012;400;8000;;1;1;;;;2;CÇ;31;2025
6013;400;8000;;;;;1;;1;CÇ;31;2025
4411;400;8000;;;1;;1;;2;YK;31;2025
6001;400;8000;;;1;;;;1;YK;31;2025
6010;400;1000;;3;;2;3;;8;YK;31;2025
6010;400;8000;;;;;;;0;YK;31;2025
6001;400;7000;;;;;;;0;YK;31;2025
6010;400;5000;;2;1;2;2;;7;YK;31;2025
6010;400;7000;;3;5;4;2;;14;YK;31;2025
6006;400;8000;;3;4;5;3;;15;AEA;31;2025
6006;400;7000;;4;2;3;5;;14;AEA;31;2025
6003;400;7000;;0,5;1;;;;1,5;AEA;31;2025
6003;400;8000;;0,5;1;;;;1,5;AEA;31;2025
6002-7;400;5000;;2;4;;;;6;AG;31;2025
6010;400;5000;;3;;;;;3;AG;31;2025
6011;400;5000;;3;3;;;;6;AG;31;2025
6007;400;5000;;;1;;;;1;AG;31;2025
6012;400;7000;;2;3;2;1;;8;BP;31;2025
6012;400;5000;;1;;1;4;;6;BP;31;2025
4385;400;8000;;1;;1;2;;4;BP;31;2025
4425;400;8000;;;;;;;0;BP;31;2025
6012;400;2000;;1;;3;;;4;BP;31;2025
6007;400;7000;;1;2;1;1;;5;BP;31;2025
6006;400;8000;;2;2;;;;4;KP;31;2025
6006;400;7000;;1;;1;;;2;KP;31;2025
6011;400;5000;;8;4;;;;12;SA;31;2025
6011;400;6000;;;2;8;8;;18;SA;31;2025
6011;400;700;;;;;;;0;SA;31;2025
6012;500;5000;;8;;;;;8;SH;31;2025
6012;500;2000;;;8;3;6;;17;SH;31;2025
6007;400;600;;;;1;2;;3;SH;31;2025
6008;400;5000;;8;8;8;8;;32;BÞ;31;2025
6008;400;8000;;3;2;;2;;7;BÞ;31;2025
6008;400;5000;;3;3;6;4;;16;BÞ;31;2025
6008;400;2000;;1;1;;;;2;BÞ;31;2025
6008;400;5000;;6;6;5;6;;23;EA;31;2025
6008;400;600;;2;;;;;2;HEÖ;31;2025
6008;400;700;;;;;;;0;HEÖ;31;2025
6008;400;2000;;;;;;;0;HEÖ;31;2025
6008;400;5000;;;;;;;0;HEÖ;31;2025
6008;400;6000;;3;;;;;3;HEÖ;31;2025
6008;400;7000;;;;1;;;1;HEÖ;31;2025
6008;400;8000;;3;1;;;;4;HEÖ;31;2025
6007;400;5000;;;;3;;;3;MA;31;2025
6008;400;5000;;5;;;2;;7;MA;31;2025
6011;400;5000;;2;4;4;5;;15;MA;31;2025
6002-6;400;5000;;6;6,5;6;;;18,5;MY;31;2025
6002-7;400;5000;;;;;4;;4;MY;31;2025
6008;400;5000;;5;5;5;5;;20;OS;31;2025
6012;400;2000;;;2;5;;;7;UK;31;2025
6012;400;5000;;.;3;;4;;7;UK;31;2025
6012;400;1000;;;;;4;;4;UK;31;2025
6007;400;700;;6;;3;;;9;UK;31;2025
6012;400;7000;;;3;;;;3;UK;31;2025
6004;400;7000;;1;;;;;1;RP;31;2025
6011;400;7000;;6;4;3;;;13;RP;31;2025
6004;400;8000;;1;0,5;;;;1,5;RP;31;2025
6011;400;5000;;;;4;;;4;RP;31;2025
6008;400;5000;;2;;;;;2;UU;31;2025
6013;400;5000;;2;;;;;2;UU;31;2025
6011;400;700;;;2;;;;2;UU;31;2025
6008;400;5000;;;3;;;;3;UU;31;2025
6010;400;5000;;;3;;;;3;UU;31;2025
6011;300;600;;;;2;;;2;UU;31;2025
6011;300;700;;;;2;;;2;UU;31;2025
6013;400;5000;;;;;4;;4;UU;31;2025
6011;400;1000;;;;;;4;4;UU;31;2025
6002-5;400;5000;;8;8;8;8;8;40;DB;31;2025
6010;400;1000;;;;;;4;4;YK;31;2025
6010;400;7000;;;;;;4;4;YK;31;2025
4385;400;8000;;;;;;1;1;BP;31;2025
6012;400;2000;;;;;;1;1;BP;31;2025
6007;400;7000;;;;;;1;1;BP;31;2025
6011;400;700;;;;;;2;2;SA;31;2025
6012;500;2000;;;;;;2;2;SH;31;2025
6008;400;8000;;;;;;6;6;BÞ;31;2025
6008;400;5000;;;;;;1;1;BÞ;31;2025
6008;400;5000;;;;;;5;5;EA;31;2025
6008;400;8000;;;;;;2;2;HEÖ;31;2025
6008;400;5000;;;;;;5;5;OS;31;2025
6011;400;1000;;;;;;4;4;UU;31;2025
6011;400;6000;;4;;;;2;6;SA;32;2025
6011;400;7000;;4;;2;3;;9;SA;32;2025
6011;400;2000;;;6;6;;2;14;SA;32;2025
6011;400;100;;;1;;;;1;SA;32;2025
6004;400;7000;;;;;;2;2;SA;32;2025
6011;400;5000;;;;;;2;2;SA;32;2025
6012;400;7000;;1;;2;1;1;5;BP;32;2025
6012;400;5000;;;;3;6,5;5;14,5;BP;32;2025
4385;400;8000;;3;4;;1;1;9;BP;32;2025
4425;400;8000;;;;;;;0;BP;32;2025
6012;400;2000;;1;2;2;;;5;BP;32;2025
6007;400;7000;;3;1;1;;2;7;BP;32;2025
6008;400;5000;;2;4;3;;;9;MA;32;2025
6011;400;5000;;5;2;3;;;10;MA;32;2025
6002-6;400;5000;;;;;7;5;12;MA;32;2025
6002-5;400;5000;;;;;;;0;MA;32;2025
6008;400;5000;;6;5;4;4;;19;EA;32;2025
6002-5;400;5000;;;;;;7;7;EA;32;2025
6002-7;400;5000;;2;3;;;;5;AG;32;2025
6010;400;5000;;3;3;;;;6;AG;32;2025
6002-5;400;5000;;1;1;;;;2;AG;32;2025
6007;400;5000;;2;1;;;;3;AG;32;2025
6002-5;400;5000;;;;8;8;8;24;AG;32;2025
6002-5;400;5000;;8;0;0;8;8;24;DB;32;2025
4384;400;5000;;3;;;;;3;MY;32;2025
6006;400;5000;;;2;5,5;;;7,5;MY;32;2025
6002-5;400;5000;;;;;6;7;13;MY;32;2025
4384;400;600;;;;;;;0;CÇ;32;2025
4426;400;600;;;;;0,5;;0,5;CÇ;32;2025
4426;400;1000;;;;1;;;1;CÇ;32;2025
4426;400;6000;;;;;;;0;CÇ;32;2025
6003;400;400;;;;;;;0;CÇ;32;2025
6006;400;400;;;;;;;0;CÇ;32;2025
6006;400;8000;;;;;;2;2;CÇ;32;2025
6007;400;600;;;;;;;0;CÇ;32;2025
6008;400;400;;;;;;;0;CÇ;32;2025
6008;400;5000;;1;;;;;1;CÇ;32;2025
6008;400;6000;;;;;;;0;CÇ;32;2025
6008;400;7000;;;;;;;0;CÇ;32;2025
6008;400;8000;;;4,5;;;;4,5;CÇ;32;2025
6010;400;600;;;;;;;0;CÇ;32;2025
6010;400;1000;;;;;;;0;CÇ;32;2025
6010;400;5000;;;;2;;;2;CÇ;32;2025
6010;400;8000;;;;3,5;1,5;2;7;CÇ;32;2025
6012;400;400;;;;;;;0;CÇ;32;2025
6012;400;600;;;;;;;0;CÇ;32;2025
6012;400;2000;;;;;;;0;CÇ;32;2025
6012;400;5000;;;;0,5;;;0,5;CÇ;32;2025
6012;400;6000;;;;;;;0;CÇ;32;2025
6012;400;8000;;1,5;1;;3,5;2;8;CÇ;32;2025
6013;400;8000;;;;;;;0;CÇ;32;2025
6006;400;8000;;2;2;2;3;2;11;AEA;32;2025
6006;400;7000;;3;4;2;2;4;15;AEA;32;2025
6003;400;8000;;1;1;3;;;5;AEA;32;2025
6003;400;7000;;2;1;1;;;4;AEA;32;2025
6013;400;7000;;;;;3;2;5;AEA;32;2025
6008;400;8000;;1;;2;3;;6;BS;32;2025
6008;400;5000;;7;8;4;5;8;32;BS;32;2025
6013;400;5000;;;;;;;0;KP;32;2025
6013;400;1000;;6;6;;;3,5;15,5;KP;32;2025
6013;400;2000;;;;5;6;4;15;KP;32;2025
6006;400;8000;;1;1;;1;1;4;KP;32;2025
6008;400;5000;;5;4;5;5;4;23;OS;32;2025
6006;400;5000;;;1;;;1;2;OS;32;2025
6008;400;8000;;1;2;3;2;4;12;BÞ;32;2025
6008;400;5000;;4;2;4;2;1;13;BÞ;32;2025
6008;400;4000;;2;1;;1;2;6;BÞ;32;2025
6008;400;2000;;;1;;2;;3;BÞ;32;2025
6008;400;600;;;;;;;0;HEÖ;32;2025
